Genome	SRR24759596	SRR24759597	SRR24759598	SRR24759599	SRR24759600	SRR24759601	SRR24759602	SRR24759603	SRR24759604	SRR24759605	SRR24759606	SRR24759607	SRR24759608	SRR24759609	SRR24759610	SRR24759611	SRR24759612	SRR24759613	SRR24759614	SRR24759615	SRR24759616
SRR24759599_binette_bin50	0.47892395	0.4154615	0.32900637	0.54582477	0.34018552	0.36434826	0.4143809	0.43036586	0.45619425	0.44462234	0.4682612	0.4413785	0.37500185	0.48314482	0.46313596	0.41521642	0.45244098	0.5093112	0.4407686	0.45007724	0.44227862
SRR24759599_binette_bin51	0.054542843	0.027585791	0.08736585	0.103140734	0.055761594	0.027332474	0.07357923	0.017716676	0.042108092	0.030073255	0.06687307	0.027274149	0.062725276	0.028619368	0.03140475	0.037685867	0.042364694	0.025085144	0.017763317	0.048347812	0.08737418
SRR24759599_binette_bin52	0.07759985	0.058742065	0.04479007	0.1790515	0.064327195	0.038411032	0.13730335	0.091739476	0.06670533	0.07460244	0.09961094	0.07504861	0.05244419	0.075695835	0.09628742	0.055974435	0.07696759	0.099392556	0.06354346	0.06660913	0.07644267
SRR24759599_binette_bin54	0	0	0.001791507	0.027987285	0.0019357799	0	0	0.00154931	0	0.0023105333	0.001321952	0	0.0017823423	0.0013865806	0	0.0023687445	0	0.007200362	0	0	0
SRR24759599_binette_bin55	0.028634839	0.044558086	0.15907206	0.12812923	0.05534936	0.041198786	0.048008513	0.08078014	0.033180073	0.031230107	0.033030506	0.033238135	0.082286164	0.018039744	0.042506475	0.0985999	0.026246188	0.017017765	0.04273504	0.04244419	0.036711637
SRR24759599_binette_bin56	0.010365949	0.011545249	0.007114459	0.016369443	0.013768699	0.011076783	0.03718661	0.008578744	0.0043541347	0.006204919	0.015158617	0.008263501	0.017360874	0.013706964	0.010522447	0.012043494	0.014564473	0.009576094	0.026945688	0.0051484825	0.0068064393
SRR24759599_binette_bin59	0.026897471	0.055366777	0.08736298	0.14910449	0.07019878	0.029560136	0.050112437	0.07594476	0.042043243	0.028516395	0.042532578	0.038545735	0.08144978	0.022522703	0.038625445	0.101184614	0.028083052	0.032386336	0.037332874	0.038257748	0.0460483
SRR24759599_binette_bin60	0.018236568	0.04154235	0.1162122	0.092295185	0.047527917	0.020821067	0.042280436	0.036222346	0.03474954	0.0204396	0.025986472	0.032697726	0.041827876	0.018739779	0.027568925	0.039952636	0.02291212	0.026147468	0.031167591	0.030049577	0.031676397
SRR24759599_binette_bin61	0.011871509	0.016263705	0.012584769	0.026096677	0.020191854	0.01597914	0.043815095	0.014057622	0.0075036557	0.012739088	0.021335823	0.010280712	0.028576363	0.021738341	0.008921982	0.016534833	0.018730117	0.009604211	0.031066284	0.006868276	0.011452866
SRR24759599_binette_bin62	0.25164074	0.2102152	0.14671834	0.4250112	0.1778022	0.1687387	0.2100537	0.23180969	0.22635193	0.21791676	0.22564894	0.24369211	0.19022022	0.24825849	0.27921447	0.18896565	0.24236545	0.24766639	0.21510631	0.22734891	0.22799422
SRR24759599_binette_bin63	0.6263562	0.432285	0.42782813	0.774166	0.41383365	0.61053544	0.47352248	0.56475174	0.5734667	0.5602047	0.564284	0.5492969	0.474242	0.6435039	0.7270894	0.43295017	0.5823264	0.61303174	0.47062868	0.584217	0.59564775
SRR24759599_binette_bin64	0.022755971	0.04613533	0.02215137	0.034029223	0.038132466	0.025018727	0.027417677	0.021631708	0.007232681	0.02284768	0.031350456	0.018856918	0.026789384	0.024481896	0.028074954	0.035962496	0.021958234	0.03133117	0.03756406	0.011164438	0.013587729
SRR24759599_binette_bin65	0.31969494	0.21984312	0.1901616	0.3567385	0.22173266	0.21300532	0.25859606	0.25909773	0.30867532	0.27672175	0.29954982	0.27314952	0.20800735	0.28357843	0.25438762	0.25388268	0.26724386	0.3014924	0.27498937	0.24729268	0.28006363
SRR24759599_binette_bin66	0.042357173	0.113922864	0.10429351	0.18037046	0.059878174	0.041899834	0.06483452	0.06937577	0.05828899	0.030611405	0.04183804	0.029470816	0.06348961	0.028432421	0.03156075	0.0835779	0.03855922	0.026584841	0.056547835	0.049266867	0.057812728
SRR24759599_binette_bin67	0.2975198	0.31750906	0.2230528	0.40859732	0.22725463	0.20154355	0.3103232	0.2834247	0.31628737	0.30515903	0.3203091	0.33106923	0.23105447	0.3047407	0.3336098	0.27252156	0.2990213	0.34898564	0.3104086	0.29836932	0.26737183
SRR24759599_binette_bin68	0.016752494	0.030903243	0.052612577	0.071690015	0.029867748	0.03180014	0.031066183	0.039025318	0.025843138	0.019741792	0.020625848	0.023126634	0.023214256	0.011998985	0.015046127	0.027546372	0.018205035	0.015982728	0.025731375	0.025406115	0.02518619
SRR24759599_binette_bin71	0.034762796	0.04055929	0.019834716	0.032957755	0.017336274	0.045625344	0.08410286	0.014029825	0.011481711	0.028815098	0.05957945	0.039564997	0.10272039	0.0766203	0.030629987	0.0457825	0.08336389	0.035013486	0.11531137	0.016441679	0.028926766
SRR24759599_binette_bin72	0.050184652	0.036245365	0.03718731	0.06276465	0.027824346	0.04295692	0.030392809	0.02997542	0.02630084	0.029668054	0.024523672	0.031083858	0.030497402	0.03237234	0.037266146	0.05262033	0.03888123	0.028949697	0.03702034	0.031469442	0.037037186
SRR24759599_binette_bin74	0.11001333	0.07111835	0.06858263	0.18523695	0.09602293	0.09454814	0.09794209	0.09972299	0.13923414	0.10842515	0.113362595	0.117155254	0.09126187	0.090826295	0.09051261	0.13975248	0.089424595	0.10838281	0.1775184	0.08812953	0.122924775
SRR24759599_binette_bin75	0.56675667	0.44802722	0.35596594	0.6095053	0.40578616	0.4395162	0.48172662	0.5231463	0.5346228	0.51036984	0.54549396	0.5346629	0.42645106	0.55355805	0.54263365	0.4616937	0.53063756	0.57075983	0.47160542	0.5035949	0.5265627
SRR24759599_binette_bin76	0.43595466	0.32355955	0.25122884	0.4862866	0.3218958	0.30575672	0.37019825	0.41143698	0.4138589	0.36920458	0.40931523	0.43006262	0.29389295	0.4107032	0.38499582	0.33486935	0.41213644	0.4224536	0.34417415	0.36299416	0.40110123
SRR24759599_binette_bin77	0.017266996	0.029774923	0.070050366	0.087620184	0.028567858	0.012660141	0.026228629	0.018610168	0.025839118	0.015893256	0.022605963	0.02908006	0.026928406	0.0152621325	0.016485376	0.02178551	0.018371709	0.017342616	0.024291283	0.020579891	0.022694338
SRR24759599_binette_bin78	0.050682425	0.068513624	0.04720499	0.026261345	0.049596805	0.105919085	0.032940034	0	0.03337826	0.007545418	0.008973422	0	0.024191963	0.021481665	0.003953397	0.021656562	0.069237836	0.024123486	0.029271595	0.0509308	0.008879788
SRR24759599_binette_bin80	0.14926851	0.08191781	0.058466863	0.17292121	0.106920615	0.047923263	0.06534289	0.086413264	0.10408963	0.08255321	0.07196668	0.09664456	0.07344699	0.108233914	0.0732808	0.077478476	0.06460512	0.11435332	0.087924436	0.077447444	0.10042012
SRR24759599_binette_bin88	0.07882659	0.031493742	0.10736178	0.16646104	0.078066215	0.034256145	0.07146336	0.017131908	0.04038931	0.051104564	0.11998393	0.0320558	0.07362955	0.035856124	0.035501227	0.042046037	0.048260935	0.030895585	0.023367409	0.092755005	0.12239728
SRR24759599_binette_bin89	0.04597801	0	0.5946443	0.09799608	0.0025609483	0.015739765	0.010651366	0.011090908	0	0.0011938309	0.0009765393	0	0.0010511881	0.20615047	0.004026835	0.0022013895	0.016970722	0.0020272476	0.00513192	0.0048216907	0.023596453
SRR24759599_binette_bin93	0.36153898	0.28073516	0.22188763	0.4119131	0.26223657	0.2661178	0.299142	0.32840687	0.34267676	0.31232283	0.33126506	0.33172217	0.25838485	0.34889892	0.3199268	0.2938437	0.33968168	0.3611918	0.3016063	0.31608635	0.33225682
SRR24759599_binette_bin95	0.3254726	0.2967996	0.20907395	0.40523356	0.2277326	0.22002329	0.30686423	0.29273412	0.32733035	0.2991395	0.32245892	0.33193773	0.21993208	0.32524586	0.29363587	0.26846263	0.30455434	0.34662336	0.28645605	0.3008358	0.2916221
SRR24759599_binette_bin98	0.40513927	0.3409601	0.26547408	0.52464974	0.2810383	0.31336716	0.35165498	0.35646185	0.39862856	0.38342488	0.38906813	0.41363373	0.30613166	0.39878818	0.39205053	0.34371042	0.37902665	0.4114198	0.3687793	0.37879103	0.37742618
SRR24759600_binette_bin1	0.0014706742	0.059114475	0.016934933	0.04707478	0.11854386	0.071232475	0.012215625	0.04160612	0.055281717	0.010765347	0.0038399077	0	0.07096826	0	0.034555215	0.0063051763	0.0033259306	0.0026916421	0.00551521	0.05501954	0.0043369825
SRR24759600_binette_bin101	0.0024396968	0.033767562	0.008194442	0.011100217	0.034354437	0.0138233965	0.0065246187	0.008534653	0.011586121	0.0111217685	0.004545463	0	0	0.0024118556	0.012457358	0.00956994	0.0023298669	0.01117354	0.008407592	0.008134797	0.013089133
SRR24759600_binette_bin102	0	0.0070408434	0.00892201	0	0.03082445	0	0	0.03583144	0	0.0067267735	0	0.010956446	0.016462917	0	0.0030780027	0.00816417	0	0	0.004644014	0.0034512086	0
SRR24759600_binette_bin103	0.3212357	0.24746497	0.19333369	0.2313308	0.5008692	0.22120208	0.29300535	0.31830367	0.3596268	0.27572757	0.3215904	0.32376698	0.28323808	0.315994	0.26739064	0.27625048	0.3053533	0.31552193	0.24391232	0.25579056	0.30497137
SRR24759600_binette_bin104	0.025675962	0.052959163	0.03730348	0.04120997	0.06964239	0.022222022	0.030030213	0.029682193	0.03203159	0.016809411	0.020076653	0.021761615	0.030306013	0.015589262	0.029120596	0.039533958	0.022484316	0.021740057	0.023687368	0.027693104	0.028384058
SRR24759600_binette_bin105	0.012665473	0.033442903	0.0394767	0.072976805	0.053318605	0.031041013	0.026703646	0.041432142	0.02803604	0.026643144	0.01954339	0.022986684	0.03863235	0.01011515	0.024700442	0.046249807	0.01622405	0.019822683	0.022518698	0.03795266	0.019135665
SRR24759600_binette_bin106	0.018131047	0.042743556	0.031152757	0.056175802	0.057539754	0.03211937	0.028372962	0.045410387	0.024249103	0.117103405	0.017828804	0.020807521	0.026421128	0.012224045	0.020569734	0.028409224	0.017294506	0.016154688	0.023983235	0.0329227	0.023004018
SRR24759600_binette_bin107	0.5782873	0.36846712	0.3736918	0.4438325	0.79155475	0.50092536	0.4600752	0.586463	0.6340422	0.5080823	0.5633444	0.55145174	0.5135049	0.6003014	0.5134998	0.4773996	0.5108562	0.59820235	0.45046008	0.497762	0.5357262
SRR24759600_binette_bin108	0.014244971	0.03332163	0.022254307	0.037864126	0.042580146	0.020922892	0.021713074	0.043881018	0.021334901	0.021618681	0.014449651	0.030344991	0.030049486	0.009292069	0.015080626	0.024971673	0.012888022	0.01613315	0.018487742	0.030134533	0.01729643
SRR24759600_binette_bin109	0.004167963	0.019114805	0.013982506	0.014984288	0.03378683	0.019982135	0.023441229	0.02347523	0.021987654	0.006899128	0.0053816284	0.010132422	0.012360645	0.0027176463	0.008164891	0.013103797	0.0042269942	0.008480791	0.009544673	0.013308828	0.014214044
SRR24759600_binette_bin111	0.39549127	0.3111404	0.32836634	0.33283913	0.5980449	0.34945035	0.39412254	0.39572054	0.46236277	0.38434052	0.43362316	0.3972104	0.41727436	0.38051033	0.37433988	0.40884835	0.3591883	0.43512586	0.40227395	0.39114252	0.3752296
SRR24759600_binette_bin112	0.37707523	0.24860622	0.24864031	0.3068459	0.6309542	0.31239852	0.3381979	0.36428413	0.4489942	0.35138956	0.3916175	0.36856627	0.34280375	0.37172985	0.3407777	0.32924706	0.34436426	0.38408342	0.3301406	0.3426652	0.3442896
SRR24759600_binette_bin113	0.035689157	0.13448307	0.059627693	0.14035974	0.13354325	0.10685247	0.11937487	0.032756895	0.04045689	0.05332081	0.07173398	0.08022933	0.05232264	0.04360066	0.064333715	0.048334952	0.06966729	0.043396164	0.08997349	0.07150956	0.121694244
SRR24759600_binette_bin114	0.37632957	0.26264802	0.2700773	0.3024478	0.58668584	0.290328	0.37756675	0.3633551	0.43662694	0.34878328	0.39741716	0.38975695	0.33095655	0.36371204	0.32336503	0.33385152	0.34852177	0.39405754	0.3113269	0.3359138	0.3553207
SRR24759600_binette_bin115	0.31885657	0.23646514	0.22145708	0.258959	0.49308255	0.2749285	0.33240384	0.29268375	0.3911294	0.3084679	0.34533983	0.31031513	0.31084922	0.30704504	0.27956277	0.30264753	0.2811919	0.3232305	0.30479813	0.31910753	0.28147882
SRR24759600_binette_bin116	0.4792877	0.346978	0.33708978	0.39208168	0.6928534	0.4039478	0.42601395	0.47031382	0.546956	0.44119975	0.48739982	0.4669199	0.44559857	0.47338864	0.44723997	0.43593094	0.44636422	0.51723915	0.40844578	0.44372734	0.445949
SRR24759600_binette_bin117	0.62381333	0.47437888	0.45095107	0.52236325	0.7152048	0.5403075	0.52600116	0.60511214	0.6468272	0.57170135	0.61892027	0.6052631	0.57288855	0.6126489	0.5787631	0.5512617	0.5794782	0.6553351	0.5378012	0.58049685	0.56636906
SRR24759600_binette_bin14	0	0.06441506	0.011445303	0.016138978	0.04530976	0.022913985	0.008040397	0	0.025623834	0.008572167	0.0053235316	0	0	0.0042642113	0.0032800126	0.0045443475	0.0013650918	0.00702908	0.004374251	0.008368649	0.02491901
SRR24759600_binette_bin2	0.03165849	0.022464573	0.030146979	0.056115415	0.108632214	0	0	0.04333111	0.029003317	0.018102366	0	0.018295191	0.030556032	0.03083303	0.00463835	0.027493939	0.0027530442	0.01646822	0.04942996	0.0738269	0.0024529223
SRR24759600_binette_bin24	0	0	0.0051011723	0	0.039928086	0	0	0.025877878	0	0	0	0.0072827395	0.012654417	0	0	0	0	0	0.0014702494	0.00230301	0
SRR24759600_binette_bin25	0.03117892	0.043973036	0.019062413	0.019841049	0.041161213	0.041627225	0.0862542	0.010451399	0.009513479	0.031729493	0.071297355	0.038588576	0.09397609	0.060833268	0.0320011	0.04737154	0.070196435	0.028809879	0.12073606	0.016665557	0.027067047
SRR24759600_binette_bin26	0	0.009088524	0.009372522	0	0.027957479	0	0.0046693976	0.04800421	0	0.010765731	0	0.01246771	0.022508753	0	0.0021126596	0.0040811757	0	0	0.0044746827	0.0061560287	0
SRR24759600_binette_bin27	0.019413352	0.023260165	0.011559275	0.013543274	0.03364753	0.025225438	0.055440817	0.008608309	0.005816148	0.017607966	0.044511497	0.023792846	0.053586096	0.03806956	0.019455802	0.028517112	0.043377414	0.017499454	0.07158331	0.010126635	0.016081199
SRR24759600_binette_bin3	0	0.063927524	0	0.01704604	0.07562548	0	0	0	0	0.013638016	0	0	0	0	0	0	0	0	0	0	0
SRR24759600_binette_bin38	0.029410815	0.03663355	0.019657103	0.018456377	0.038040683	0.03650706	0.07769107	0.011289072	0.00915323	0.026893137	0.063083656	0.034575775	0.08055963	0.060371768	0.035654888	0.043170575	0.06993445	0.027663264	0.10734173	0.015361246	0.024318883
SRR24759600_binette_bin42	0.044294782	0.08842807	0.17409153	0.1406905	0.15802898	0.06922419	0.082137726	0.13796583	0.055883985	0.056804392	0.0652421	0.061410755	0.126012	0.032223854	0.08019941	0.18701497	0.042993087	0.037514664	0.06809807	0.07107764	0.07069816
SRR24759600_binette_bin44	0.047927782	0.1191079	0.071620926	0.08351961	0.07260645	0.06728885	0.07476361	0.07850196	0.054371223	0.07496504	0.06855274	0.075350575	0.08485826	0.059745695	0.07550299	0.087473266	0.07668831	0.07797502	0.09285686	0.09161677	0.05896076
SRR24759600_binette_bin45	0.3699648	0.26500127	0.27276626	0.315615	0.5900903	0.30758956	0.3563981	0.3431425	0.43296975	0.3532196	0.40069574	0.37254074	0.35980296	0.36342567	0.33818653	0.34314415	0.33695823	0.403419	0.34368026	0.36360577	0.33596992
SRR24759600_binette_bin47	0.07677598	0.07805849	0.0538721	0.032859877	0.09022103	0.05869853	0.0720307	0.04062776	0.025541868	0.046077725	0.04095982	0.037265792	0.09594089	0.047766186	0.04084563	0.071405604	0.039746266	0.018783947	0.04400759	0.045665763	0.02920856
SRR24759600_binette_bin49	0.025812054	0.046861418	0.087273926	0.080366835	0.10169449	0.039299898	0.04878351	0.0815464	0.034468688	0.032572024	0.03817706	0.03143417	0.07273562	0.01753509	0.054219168	0.116213106	0.02551282	0.023279548	0.03653835	0.03834624	0.039312992
SRR24759600_binette_bin50	0.5088422	0.3489106	0.34435847	0.39074078	0.706949	0.42128322	0.41592747	0.5093626	0.5496988	0.4532975	0.48417342	0.50025076	0.47829282	0.49728918	0.45174778	0.45364496	0.4579247	0.50599277	0.42329335	0.45320615	0.45552182
SRR24759600_binette_bin51	0.011103348	0.022569705	0.01033662	0.017806115	0.033252306	0.012108001	0.01620425	0.012881585	0.01687756	0.016301557	0.011260638	0.014288617	0.01478812	0.009179467	0.0115981465	0.013619314	0.012048441	0.012560209	0.012006205	0.013950707	0.009968526
SRR24759600_binette_bin53	0.10224887	0.17199858	0.07414394	0.06936685	0.15803671	0.051789973	0.07416119	0.16397893	0.061992772	0.12339827	0.08660968	0.14023568	0.1339369	0.07911829	0.15605824	0.08991908	0.078790665	0.14847548	0.08013043	0.07680709	0.06267339
SRR24759600_binette_bin54	0.028277466	0.06462248	0.08874611	0.087256	0.10899019	0.034787457	0.05704326	0.07146744	0.04256236	0.03427727	0.04364574	0.03770039	0.07250202	0.022205781	0.04825857	0.10062593	0.032099545	0.03464767	0.04365431	0.043287132	0.048596304
SRR24759600_binette_bin55	0.100513674	0.1650534	0.11097596	0.1332882	0.1343934	0.1003796	0.11875196	0.1780175	0.099158496	0.11845326	0.13326511	0.11909671	0.16403425	0.10731153	0.10561257	0.14569707	0.10041731	0.12734246	0.14349352	0.12848245	0.100226045
SRR24759600_binette_bin56	0	0	0	0	0.101507396	0.0048865057	0.04924182	0	0.0016870826	0.0012205808	0.003338843	0.04069984	0.004440583	0.014423985	0	0.0116761075	0	0	0.015233991	0	0
SRR24759600_binette_bin58	0.022362988	0.08491324	0.024756873	0.049717546	0.06868709	0.030326113	0.03679157	0.15376294	0.023389807	0.044504613	0.023413762	0.036884688	0.03502491	0.017409028	0.04231723	0.035344318	0.030013984	0.05362296	0.043369055	0.08814082	0.027386248
SRR24759600_binette_bin59	0.01944578	0.041083664	0.014365366	0.0226214	0.037581038	0.018116776	0.023286363	0.018478105	0.0064665894	0.016245188	0.018938648	0.019449985	0.016971927	0.02057027	0.023886159	0.027942644	0.020883663	0.028094482	0.022706194	0.00813963	0.01096607
SRR24759600_binette_bin6	0.001514756	0.00733206	0.0039736666	0.012651564	0.5572298	0	0	0.0043701464	0.0037915853	0.0065920167	0	0	0	0.009002012	0.006924554	0	0	0	0.0036602677	0.0020937365	0
